Usage date,Interval,Total kWh,__source_file
11/11/2025,1:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,2:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,3:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,4:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,5:0 AM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,6:0 AM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,7:0 AM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,8:0 AM,1.1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,9:0 AM,1.1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,10:0 AM,2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,11:0 AM,1.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,12:0 PM,1.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,1:0 PM,2.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,2:0 PM,3.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,3:0 PM,3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,4:0 PM,2.1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,5:0 PM,2.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,6:0 PM,2.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,7:0 PM,1.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,8:0 PM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,9:0 PM,1.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,10:0 PM,2.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/11/2025,11:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,12:0 AM,2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,1:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,2:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,3:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,4:0 AM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,5:0 AM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,6:0 AM,1.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,7:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,8:0 AM,2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,9:0 AM,1.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,10:0 AM,1.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,11:0 AM,0.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,12:0 PM,0.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,1:0 PM,1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,2:0 PM,2.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,3:0 PM,2.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,4:0 PM,1.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,5:0 PM,1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,6:0 PM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,7:0 PM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,8:0 PM,0.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,9:0 PM,2.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,10:0 PM,2.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/12/2025,11:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,12:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,1:0 AM,2.1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,2:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,3:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,4:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,5:0 AM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,6:0 AM,1.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,7:0 AM,1.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,8:0 AM,2.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,9:0 AM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,10:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,11:0 AM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,12:0 PM,0.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,1:0 PM,1.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,2:0 PM,1.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,3:0 PM,3.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,4:0 PM,1.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,5:0 PM,2.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,6:0 PM,3.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,7:0 PM,2.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,8:0 PM,0.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,9:0 PM,2.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,10:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/13/2025,11:0 PM,2.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,12:0 AM,2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,1:0 AM,2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,2:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,3:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,4:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,5:0 AM,0.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,6:0 AM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,7:0 AM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,8:0 AM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,9:0 AM,1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,10:0 AM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,11:0 AM,1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,12:0 PM,1.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,1:0 PM,1.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,2:0 PM,1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,3:0 PM,2.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,4:0 PM,1.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,5:0 PM,2.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,6:0 PM,1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,7:0 PM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,8:0 PM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,9:0 PM,1.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,10:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/14/2025,11:0 PM,2.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,12:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,1:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,2:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,3:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,4:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,5:0 AM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,6:0 AM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,7:0 AM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,8:0 AM,1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,9:0 AM,2.1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,10:0 AM,2.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,11:0 AM,1.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,12:0 PM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,1:0 PM,0.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,2:0 PM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,3:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,4:0 PM,1.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,5:0 PM,0.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,6:0 PM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,7:0 PM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,8:0 PM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,9:0 PM,1.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,10:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/15/2025,11:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,12:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,1:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,2:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,3:0 AM,1.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,4:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,5:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,6:0 AM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,7:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,8:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,9:0 AM,0.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,10:0 AM,0.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,11:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,12:0 PM,1.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,1:0 PM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,2:0 PM,2.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,3:0 PM,1.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,4:0 PM,1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,5:0 PM,1.1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,6:0 PM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,7:0 PM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,8:0 PM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,9:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,10:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/16/2025,11:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,12:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,1:0 AM,2.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,2:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,3:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,4:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,5:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,6:0 AM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,7:0 AM,0.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,8:0 AM,1.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,9:0 AM,2.1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,10:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,11:0 AM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,12:0 PM,0.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,1:0 PM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,2:0 PM,1.1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,3:0 PM,2.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,4:0 PM,2.1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,5:0 PM,3.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,6:0 PM,1.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,7:0 PM,2.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,8:0 PM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,9:0 PM,2.1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,10:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/17/2025,11:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,12:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,1:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,2:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,3:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,4:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,5:0 AM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,6:0 AM,0.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,7:0 AM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,8:0 AM,1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,9:0 AM,1.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,10:0 AM,3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,11:0 AM,1.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,12:0 PM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,1:0 PM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,2:0 PM,0.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,3:0 PM,1.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,4:0 PM,1.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,5:0 PM,1.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,6:0 PM,1.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,7:0 PM,2.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,8:0 PM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,9:0 PM,1.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,10:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/18/2025,11:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,12:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,1:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,2:0 AM,2.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,3:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,4:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,5:0 AM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,6:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,7:0 AM,0.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,8:0 AM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,9:0 AM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,10:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,11:0 AM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,12:0 PM,0.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,1:0 PM,1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,2:0 PM,1.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,3:0 PM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,4:0 PM,1.1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,5:0 PM,3.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,6:0 PM,1.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,7:0 PM,1.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,8:0 PM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,9:0 PM,1.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,10:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/19/2025,11:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,12:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,1:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,2:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,3:0 AM,1.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,4:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,5:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,6:0 AM,0.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,7:0 AM,0.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,8:0 AM,1.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,9:0 AM,2.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,10:0 AM,1.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,11:0 AM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,12:0 PM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,1:0 PM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,2:0 PM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,3:0 PM,1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,4:0 PM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,5:0 PM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,6:0 PM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,7:0 PM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,8:0 PM,1.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,9:0 PM,1.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,10:0 PM,2.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/20/2025,11:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,12:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,1:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,2:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,3:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,4:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,5:0 AM,0.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,6:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,7:0 AM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,8:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,9:0 AM,1.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,10:0 AM,2.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,11:0 AM,2.1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,12:0 PM,2.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,1:0 PM,2.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,2:0 PM,2.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,3:0 PM,0.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,4:0 PM,0.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,5:0 PM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,6:0 PM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,7:0 PM,1.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,8:0 PM,1.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,9:0 PM,1.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,10:0 PM,2.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/21/2025,11:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,12:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,1:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,2:0 AM,2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,3:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,4:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,5:0 AM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,6:0 AM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,7:0 AM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,8:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,9:0 AM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,10:0 AM,1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,11:0 AM,1.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,12:0 PM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,1:0 PM,0.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,2:0 PM,0.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,3:0 PM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,4:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,5:0 PM,1.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,6:0 PM,1.8,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,7:0 PM,1.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,8:0 PM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,9:0 PM,1.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,10:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/22/2025,11:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,12:0 AM,2.1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,1:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,2:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,3:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,4:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,5:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,6:0 AM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,7:0 AM,1.2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,8:0 AM,1.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,9:0 AM,0.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,10:0 AM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,11:0 AM,0.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,12:0 PM,0.4,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,1:0 PM,0.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,2:0 PM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,3:0 PM,0.7,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,4:0 PM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,5:0 PM,1.3,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,6:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,7:0 PM,1.5,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,8:0 PM,0.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,9:0 PM,1.6,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,10:0 PM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/23/2025,11:0 PM,2,hourlyUsage11_1_2025_to_11_30_2025.csv
11/24/2025,12:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/24/2025,1:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/24/2025,2:0 AM,1.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/24/2025,3:0 AM,0.9,hourlyUsage11_1_2025_to_11_30_2025.csv
11/24/2025,4:0 AM,1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/24/2025,5:0 AM,2.1,hourlyUsage11_1_2025_to_11_30_2025.csv
11/24/2025,6:0 AM,0.8,hourlyUsage11_1_2025_to_11_30_2025.csv
